timestamp, website_id, customer_id, app_version, placeholder, checkout_amount, url
2017-07-02T00:00:35-07:00,123,9418,1.1,,6.0,http://www.example.com/store/?Ume=1
2017-07-02T00:00:37-07:00,124,3872,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-02T00:00:47-07:00,123,3090,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-02T00:00:51+00:00,124,9556,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-02T00:01:02+00:00,124,8845,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-02T00:01:14+00:00,123,6008,1.1,,5.0,http://www.example.com/store/?Black%2FWhite+Pepper=1
2017-07-02T00:01:18+00:00,124,5312,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1
2017-07-02T00:01:33-07:00,124,9178,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-02T00:01:55-07:00,124,1680,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-02T00:01:55-07:00,123,275,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:02:02-07:00,123,1073,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:02:02-07:00,124,7222,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-02T00:02:08+00:00,123,636,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-02T00:02:19+00:00,123,6854,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-02T00:02:26-07:00,124,440,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-02T00:02:29+00:00,124,6542,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-02T00:02:31-07:00,123,1953,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-02T00:02:34-07:00,124,1440,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1
2017-07-02T00:02:41-07:00,124,9350,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-02T00:02:53-07:00,124,3660,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-02T00:02:56-07:00,123,10778,1.1,,13.0,http://www.example.com/store/?Round+Kumquat=1&Ume=1
2017-07-02T00:02:57+00:00,123,9246,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1
2017-07-02T00:03:15-07:00,123,3787,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:03:43+00:00,124,11410,1.1,,54.0,http://xyz.com/checkout?Hazelnut=3&Prairie+Potato=1&Mabolo=2&European+Grape=1&Round+Kumquat=1&Black%2FWhite+Pepper=1&Natal+Orange=1
2017-07-02T00:03:48-07:00,123,6977,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-02T00:03:49+00:00,123,5198,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:04:10-07:00,123,2532,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:04:16+00:00,123,2619,1.1,,5.0,http://www.example.com/store/?European+Grape=1
2017-07-02T00:04:22-07:00,123,5145,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-02T00:04:25-07:00,123,1342,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-02T00:04:28-07:00,124,4429,1.1,,5.0,http://xyz.com/checkout?European+Grape=1
2017-07-02T00:04:39-07:00,124,11098,1.1,,57.0,http://xyz.com/checkout?Hazelnut=1&Ume=2&Mabolo=1&Round+Kumquat=1&Black%2FWhite+Pepper=4&Natal+Orange=1
2017-07-02T00:04:41+00:00,124,8775,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-02T00:04:48+00:00,123,8347,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-02T00:04:48+00:00,124,7973,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-02T00:04:51+00:00,124,8801,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-02T00:05:20-07:00,124,4669,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-02T00:05:24+00:00,124,4802,1.1,,8.0,http://xyz.com/checkout?Mabolo=1
2017-07-02T00:05:24+00:00,123,7316,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-02T00:05:27-07:00,124,5376,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-02T00:05:31+00:00,124,6111,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-02T00:05:33+00:00,123,623,1.1,,5.0,http://www.example.com/store/?Black%2FWhite+Pepper=1
2017-07-02T00:05:37-07:00,124,8799,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1
2017-07-02T00:05:43-07:00,124,8193,1.1,,5.0,http://xyz.com/checkout?European+Grape=1
2017-07-02T00:05:49+00:00,123,7449,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:05:54-07:00,123,2633,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-02T00:06:02-07:00,123,10170,1.1,,11.0,http://www.example.com/store/?Hazelnut=1&Round+Kumquat=1
2017-07-02T00:06:04-07:00,123,10518,1.1,,13.0,http://www.example.com/store/?Round+Kumquat=1&Bignay=1
2017-07-02T00:06:07+00:00,123,8234,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-02T00:06:49+00:00,123,9440,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-02T00:06:56-07:00,123,1563,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1
2017-07-02T00:07:17-07:00,124,642,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-02T00:07:23+00:00,124,5659,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-02T00:07:25-07:00,123,10244,1.1,,13.0,http://www.example.com/store/?European+Grape=1&Mabolo=1
2017-07-02T00:08:07-07:00,124,2957,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-02T00:08:21-07:00,123,3470,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-02T00:08:27+00:00,123,10305,1.1,,13.0,http://www.example.com/store/?Ume=1&Round+Kumquat=1
2017-07-02T00:08:31+00:00,124,7970,1.1,,5.0,http://xyz.com/checkout?European+Grape=1
2017-07-02T00:09:00-07:00,123,4365,1.1,,5.0,http://www.example.com/store/?European+Grape=1
2017-07-02T00:09:06+00:00,124,7854,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-02T00:09:07-07:00,123,11538,1.1,,136.0,http://www.example.com/store/?Ylang-ylang=1&Ume=3&Prairie+Potato=5&Mabolo=2&Round+Kumquat=3&Black%2FWhite+Pepper=5&Natal+Orange=2&Bignay=4
