timestamp, website_id, customer_id, app_version, placeholder, checkout_amount, url
2017-07-03T00:00:12-07:00,124,4877,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1
2017-07-03T00:00:24+00:00,124,3608,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:00:32+00:00,123,2932,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-03T00:00:32-07:00,123,1529,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-03T00:00:37+00:00,123,2525,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-03T00:00:41-07:00,123,1545,1.1,,5.0,http://www.example.com/store/?European+Grape=1
2017-07-03T00:00:49+00:00,123,3821,1.1,,5.0,http://www.example.com/store/?European+Grape=1
2017-07-03T00:00:49+00:00,124,946,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:00:59-07:00,123,3918,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-03T00:01:06-07:00,123,11478,1.1,,60.0,http://www.example.com/store/?Hazelnut=1&Ylang-ylang=2&Round+Kumquat=1&Mabolo=2&European+Grape=1&Natal+Orange=1&Bignay=2
2017-07-03T00:01:12-07:00,123,7835,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-03T00:01:28-07:00,124,6651,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-03T00:01:42-07:00,123,3461,1.1,,6.0,http://www.example.com/store/?Ume=1
2017-07-03T00:01:49-07:00,123,6472,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1
2017-07-03T00:02:01-07:00,124,7432,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-03T00:02:06+00:00,124,5288,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-03T00:02:22-07:00,123,754,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-03T00:02:26+00:00,124,349,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1
2017-07-03T00:02:29-07:00,123,2483,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-03T00:02:30+00:00,123,4098,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:02:31+00:00,123,8570,1.1,,6.0,http://www.example.com/store/?Ume=1
2017-07-03T00:02:47+00:00,123,8591,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-03T00:03:02+00:00,123,660,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-03T00:03:06-07:00,123,1915,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-03T00:03:12+00:00,123,872,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1
2017-07-03T00:03:12+00:00,123,2736,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1
2017-07-03T00:03:18+00:00,123,6723,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-03T00:03:26+00:00,124,3426,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1
2017-07-03T00:03:58-07:00,124,4280,1.1,,6.0,http://xyz.com/checkout?Bignay=1
2017-07-03T00:04:00-07:00,123,8088,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:04:11+00:00,124,8516,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:04:27+00:00,124,5292,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-03T00:04:58-07:00,124,1797,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-03T00:05:03-07:00,123,2001,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:05:09-07:00,123,6055,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:05:12-07:00,123,4775,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:05:32-07:00,124,9682,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-03T00:05:36+00:00,124,8320,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-03T00:05:43-07:00,123,503,1.1,,8.0,http://www.example.com/store/?Mabolo=1
2017-07-03T00:05:44-07:00,123,6540,1.1,,5.0,http://www.example.com/store/?European+Grape=1
2017-07-03T00:05:55+00:00,123,7186,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1
2017-07-03T00:06:02-07:00,123,9789,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1
2017-07-03T00:06:04+00:00,123,7443,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-03T00:06:11-07:00,124,9502,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-03T00:06:17-07:00,124,5854,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1
2017-07-03T00:06:24+00:00,123,2339,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1
2017-07-03T00:06:24+00:00,123,11112,1.1,,57.0,http://www.example.com/store/?Hazelnut=2&Ume=2&Prairie+Potato=1&Mabolo=1&Round+Kumquat=2&Natal+Orange=1&Bignay=1
2017-07-03T00:06:33+00:00,123,3213,1.1,,6.0,http://www.example.com/store/?Bignay=1
2017-07-03T00:06:43-07:00,124,5501,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1
2017-07-03T00:06:45+00:00,124,8499,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:06:57+00:00,124,1665,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:07:12+00:00,124,9954,1.1,,8.0,http://xyz.com/checkout?Mabolo=1
2017-07-03T00:08:02-07:00,123,5304,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1
2017-07-03T00:08:05+00:00,123,8667,1.1,,4.0,http://www.example.com/store/?Hazelnut=1
2017-07-03T00:08:11-07:00,123,10055,1.1,,13.0,http://www.example.com/store/?Black%2FWhite+Pepper=1&Mabolo=1
2017-07-03T00:08:16+00:00,123,10497,1.1,,11.0,http://www.example.com/store/?Natal+Orange=1&Ylang-ylang=1
2017-07-03T00:08:21+00:00,123,9577,1.1,,5.0,http://www.example.com/store/?Black%2FWhite+Pepper=1
2017-07-03T00:08:31-07:00,124,5683,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1
2017-07-03T00:08:36-07:00,124,6973,1.1,,5.0,http://xyz.com/checkout?European+Grape=1
2017-07-03T00:09:04+00:00,124,9192,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1
2017-07-03T00:09:08-07:00,124,3311,1.1,,6.0,http://xyz.com/checkout?Ume=1
2017-07-03T00:09:09-07:00,124,6003,1.1,,8.0,http://xyz.com/checkout?Mabolo=1
2017-07-03T00:09:20-07:00,124,3056,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1
2017-07-03T00:09:28-07:00,123,11198,1.1,,55.0,http://www.example.com/store/?Hazelnut=3&Ume=1&Ylang-ylang=1&Round+Kumquat=1&European+Grape=1&Natal+Orange=2&Mabolo=1
2017-07-03T00:09:28-07:00,124,5465,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1
2017-07-03T00:09:30+00:00,123,4108,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1
2017-07-03T00:09:44-07:00,124,5970,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1
